RESTAURANT_NAME,CITY,AREA,RATING,RATING_COUNT,CUSINE,Online_Order,TABLE_RESERVATION,FAMOUS_FOOD
"Friend Z Kitchen","Delhi NCR","Sector 7, Dwarka",0,0,"North Indian, Mughlai",No,No,NULL
"Friends Fast Food Point","Delhi NCR","Uttam Nagar",0,0,"Fast Food, Momos",No,No,NULL
"La Donna",Kolkata,"Kona Exp Way",3.1,203,"North Indian, Chinese",Yes,No,"Chicken Lollipop , Mixed Fried Rice , Garlic Chicken"
Chicklecious,"Delhi NCR","Kavi Nagar",0,0,"Charcoal Chicken, Roast Chicken",No,No,NULL
"Praveen Vaishno Dhaba","Delhi NCR",Rohini,0,0,"North Indian",No,No,NULL
Hakkasan,"Delhi NCR","Sector 14, Gurgaon",0,0,Chinese,Yes,No,NULL
"Punjabi Swad","Delhi NCR","Sector 53, Noida",2.6,13,"North Indian",Yes,No,NULL
"Good Luck Cafe","Delhi NCR","Majnu ka Tila",0,0,"Ice Cream",No,No,NULL
"Sera Bangali",Kolkata,Baranagar,0,0,"North Indian",No,No,NULL
"The Good Pasta","Delhi NCR",Kalkaji,3.6,119,"Italian, Continental, Salad",Yes,No,"Pasta , Basil Pesto Spaghetti , Coffee , Kit Kat Shake , Penne Primavera , Mint Oreo Shake , Greek Salad"
Ichizen,"Delhi NCR","Sector 15, Gurgaon",3.7,30,Japanese,Yes,Yes,NULL
Quesfie,"Delhi NCR","Sector 72, Noida",0,0,Biryani,No,No,NULL
"Kailash Parbat",Mumbai,Khar,2.7,193,"North Indian, South Indian, Chinese, Street Food",Yes,No,"Chaat , Panipuri , Pav Bhaji , Chole Bhature , Nachos , Faluda , Kulfi"
"Amrits Pick & Carry Snacks","Delhi NCR","Moti Nagar",0,0,Rolls,Yes,No,NULL
"City of Joy","Delhi NCR",Alaknanda,4,724,Bengali,Yes,No,"Luchi , Kosha Mangsho , Mutton Kosha , Fish Fry , Mochar Ghonto , Mutton Biryani , Posto Narkel Bora"
Floriana,Kolkata,"Park Street Area",3.3,127,"North Indian, Chinese",Yes,No,"Biryani , Chicken Soup , Lamb"
"Chinese Station",Mumbai,Kamothe,3.6,180,"Chinese, Biryani",Yes,No,"Biryani , Paneer Crispy"
"The Puff House","Delhi NCR","Sector 7, Dwarka",3.1,7,"Cafe, Chinese, Continental",Yes,No,"Chicken Cheese Sandwich , Double Cheese Pizza , Chicken Tikka Sandwich , Paneer Delight Pizza"
"Pirates of Grill","Delhi NCR","Sector 18, Noida",4.2,3245,"North Indian, Continental, Mughlai, Asian",No,No,"Chicken Tikka , Jalebi , Biryani , Brownie , Dal Makhani , Pineapple Grill , Paneer Tikka"
"Break Free",Mumbai,"Malad West",3.8,115,"Bakery, Desserts, Fast Food",Yes,No,"Dutch Truffle Cake , Red Velvet Cake , Blueberry Cheesecake"
"Ravi's Chinese Fast Food","Delhi NCR","Mukherjee Nagar",0,0,"Chinese, Fast Food",No,No,NULL
"Sorrento - Shangri-La's - Eros Hotel, New Delhi","Delhi NCR","Connaught Place",4.1,257,"Continental, Italian, Pizza, Seafood",No,Yes,"Pizza , Salad , Pasta , Gnocchi , Risotto , Fish , Lasagne"
Swadam,"Delhi NCR",Najafgarh,3.2,5,"South Indian",No,No,NULL
"Wake Up Delhi","Delhi NCR",Saket,0,0,"North Indian, Chinese",Yes,No,NULL
"Salt & Peper","Delhi NCR",Rohini,0,0,"North Indian, Chinese",No,No,NULL
"Hot Kati Roll",Kolkata,"Park Street Area",3.7,771,Rolls,Yes,No,"Rolls , Kathi Roll , Double Chicken Egg Roll , Double Mutton Roll , Paneer Roll"
"Food Express","Delhi NCR","Vivek Vihar, Delhi",3.8,249,"North Indian, Chinese",Yes,No,"Butter Chicken , Shahi Paneer , Tandoori Chaap , Malai Tikka , Tandoori Chicken , Afghan Chicken , Butter Naan"
Teawist,"Delhi NCR",Karampura,3.5,38,Cafe,Yes,No,NULL
"Rocks - The Bar","Delhi NCR","Raj Nagar",3.1,5,"Finger Food",No,No,"Vegetable Pizza , French Fries , Meat Ball Slider , Irish Potato Bites"
Theobroma,"Delhi NCR","DLF Cyber City",4.3,1356,"Cafe, Bakery",Yes,No,"Coffee , Sandwich , Cupcake , Walnut Brownie , Walnut Cake , Dutch Truffle Cake , Creme Caramel"
"Abhiskar Restaurant",Kolkata,Baranagar,2.8,21,"Bengali, Chinese, North Indian",No,No,NULL
"Best Bakery","Delhi NCR","Qutab Institutional Area",0,0,"Bakery, Fast Food",Yes,No,NULL
Allefesta,Kolkata,Naktala,3.1,180,"Pizza, Fast Food",Yes,No,"Crunchy Chicken , Fries , Onion Pizza , Pasta , Sandwich , Crispy Chicken , Chicken Schnitzel"
"Biryani Darbar",Mumbai,"Kopar Khairane",3.4,208,"Biryani, North Indian, Chinese, Mughlai",Yes,No,"Raita , Chicken Dum Biryani , Egg Biryani , Vegetable Biryani , Butter Chicken , Shahi Tukda"
"Hunger's Point",Mumbai,"Panch Pakhadi, Thane West",3.5,28,Chinese,Yes,No,NULL
"Batra Corner","Delhi NCR","Ashok Vihar Phase 1",3.5,22,"North Indian",No,No,NULL
"The Rolling Kitchen","Delhi NCR","DLF Phase 4",3.7,19,"Lebanese, Mexican",Yes,No,"Exotic Chicken Shawarma , Chicken Kebab Roll , Chicken Shawarama"
"Pot Belly",Mumbai,Powai,0,0,"Fast Food",Yes,No,"Margherita Pizza , Pasta , Burgers , Bbq Chicken Pizza"
"THR3E AM Friend","Delhi NCR","Sector 57, Gurgaon",3.6,44,"Fast Food",Yes,No,"Burgers , Pasta , Momos"
"Uber Lounge","Delhi NCR","Greater Kailash 2 (GK2)",3.9,644,"Continental, North Indian, Italian, Salad",Yes,Yes,"Pizza , Cocktails , Beer , Veg Platter , Chilli Chicken , Mocktails , Malai Tikka"
"Tadka Handi Da","Delhi NCR","Sector 23, Dwarka",0,0,"Chinese, North Indian",No,No,NULL
"Lust - Radisson Blu Kaushambi Delhi NCR","Delhi NCR",Kaushambi,3.8,112,"Finger Food",No,No,"Cocktails , Mojito"
"Gluten Free Bakes By The Celiac Store","Delhi NCR","Defence Colony",0,0,Bakery,No,No,NULL
"Chaat Haat","Delhi NCR","South Delhi",3.8,123,"Fast Food, Street Food",Yes,No,"Pav Bhaji , Burgers , Papdi Chaat , Poha , Basket Chat , Bhel Puri , Kulcha"
"Thakur Rasoi","Delhi NCR","DLF Phase 4",0,0,"North Indian",No,No,NULL
Dinar,"Delhi NCR","Moti Bagh",0,0,"Asian, Continental, Italian, Mexican, Thai, Afghan",No,No,NULL
"Golden Spoon",Kolkata,"Park Street Area",3.7,964,"North Indian, Chinese, Biryani, Fast Food, Rolls",Yes,No,"Rolls , Chicken Drumstick , Paneer Roll , Chicken Roll , Chicken Biryani , Reshmi Kebab , Chicken Tikka Butter Masala"
"Cake Addiction",Kolkata,Baranagar,0,0,Bakery,No,No,NULL
"Chaska Chaap Corner","Delhi NCR","Malviya Nagar",3.6,88,"North Indian, Rolls",Yes,No,"Rumali Roti , Malai Chaap , Masala Chaap , Soya Chaap Roll"
"The Circle","Delhi NCR","Knowledge Park",3.3,73,"Cafe, Italian, Chinese, Fast Food",Yes,No,"Sandwich , Cocktail Momos , Chilli Paneer , White Sauce Pasta"
"Spice House",Mumbai,Khar,3.6,35,"Chinese, Fast Food, Beverages",Yes,No,NULL
"Ram G Snacks & Food Corner","Delhi NCR","Netaji Subhash Place",3.8,129,"North Indian, Chinese, Street Food",Yes,No,"Pizza Samosa , Paneer Samosa , Macaroni Samosa , Chowmein , Chocolate Samosa , Spring Roll , Paratha"
Luncherpaaji,"Delhi NCR",Saket,3.1,8,"North Indian",No,No,NULL
"Indian Tandoori Chicken","Delhi NCR","Vasundhara Enclave",2.9,4,"North Indian",Yes,No,NULL
Chefsomania,"Delhi NCR",Rohini,0,0,"Fast Food",No,No,NULL
"Bites Cafe","Delhi NCR",Naraina,3.7,41,"Desserts, Fast Food, Burger, Sandwich, Italian",Yes,No,"Belgian Waffles"
Parathawala,Mumbai,Marol,4,0,"North Indian, Sindhi",Yes,No,NULL
"Kolhapuri Thaska",Mumbai,Kamothe,3,71,Maharashtrian,Yes,No,NULL
"China Blue",Kolkata,Baghajatin,2.6,172,"Chinese, Biryani, Fast Food",Yes,No,"Noodle , Egg Fried Rice"
"The Drunken Botanist","Delhi NCR","DLF Cyber City",4.4,5659,"Continental, Italian, North Indian, Chinese",No,No,"Cocktails , Beer , Pizza , Pasta , Nachos , Sushi , Long Island Iced Tea"
"Mr Lazeez","Delhi NCR",Janakpuri,2.9,30,"North Indian, Chinese",Yes,No,NULL
"Mad About Cakes","Delhi NCR","Golf Course Road",0,0,Bakery,No,No,NULL
"Foody House","Delhi NCR",Janakpuri,0,0,"Fast Food",Yes,No,NULL
"Banke Bihari Ji Ki Rasoi","Delhi NCR",Rohini,3,4,"North Indian",No,No,NULL
"Chokhelal Chaat","Delhi NCR","Jail Road",3.3,13,"Street Food",No,No,NULL
"Garam Masala",Kolkata,"Dalhousie BBD Bagh",3.6,98,"South Indian, Chinese, North Indian",No,No,"Tea , Chai , Thali , Vada"
Chango,"Delhi NCR",Khanpur,3.6,23,"North Indian, Chinese",Yes,No,NULL
"Maska On Chaskas",Kolkata,Baranagar,3,7,"Fast Food",No,No,NULL
"ProFit Kitchen","Delhi NCR","Sector 41, Noida",3.4,21,"Healthy Food",No,No,NULL
"Hotel Gavraan",Mumbai,Kalyan,3.5,47,"Maharashtrian, Fast Food, Chinese, North Indian",Yes,No,NULL
"Connexions Bar - Crowne Plaza","Delhi NCR",Rohini,3.9,111,"Finger Food",No,No,"Pasta , Mocktails"
"Punjabi Sahib e Aalam","Delhi NCR","Paschim Vihar",3.4,65,"North Indian, Mughlai",No,No,"Butter Chicken , Dal Makhani , Kadhai Murgh , Chaap"
"Shreeji Thali",Mumbai,"Veera Desai Area",4,43,"North Indian",Yes,No,"Puran Poli , Aamras , Dahi Vada , Chaach , Gujarati Thali , Gulab Jamun , Veg Thali"
"The Crunch Box","Delhi NCR",Saket,4.1,165,"Fast Food",Yes,No,"Chocolate Popcorn , Caramel Popcorn , Chunky Munky Cheese , Caramel Crunch , Jalapeno Cheese Poppers"
"Big On Biryani","Delhi NCR","South Delhi",0,0,"Biryani, Mughlai",No,No,NULL
Foodling,"Delhi NCR",Kalkaji,0,0,"North Indian, Continental",Yes,No,NULL
"Pahalwan Ji","Delhi NCR","Zakir Nagar",3.6,21,"Mithai, Beverages",Yes,No,NULL
"Wong's Kitchen","Delhi NCR",Rohini,4.3,560,"Chinese, Fast Food, North Indian",Yes,No,"Kurkure Momo , Rolls , Kathi Roll , Paneer Tikka , Crispy Momos , Paneer Kurkure , Chicken Roll"
"Golden Fiesta","Delhi NCR","Lajpat Nagar 2",4,402,"Fast Food, Desserts, Beverages, Bakery",No,No,"Waffles , Chinese Chaat , Chinese Platter , Sandwich , Brownie , Burgers , Donut"
"Grill & Cafe","Delhi NCR","Sector 14, Gurgaon",0,0,"Chinese, North Indian",No,No,NULL
"Calcutta Calling",Kolkata,Kasba,3.6,149,"North Indian, Chinese, Thai",Yes,No,"Noodle , Butter Chicken"
"Dhaba Shaba","Delhi NCR","Sector 10, Dwarka",3.1,16,"North Indian, Chinese",Yes,No,NULL
"Shobit Food","Delhi NCR","Delta 1",0,0,"North Indian",No,No,NULL
"Cakes R Us",Mumbai,"Near Andheri East Station",3.6,47,"Bakery, Desserts",Yes,No,NULL
"Yummy Tummy Chole Bhature","Delhi NCR",Janakpuri,3.1,7,"North Indian",Yes,No,NULL
"Pappu Chat Bhandar","Delhi NCR","Paschim Vihar",3,4,"Street Food",No,No,NULL
"Calcutta Brasserie",Kolkata,Gariahat,3.4,49,Bengali,Yes,No,"Fish Fry"
"Mahi's Kitchen",Kolkata,Baranagar,3.1,8,"Bengali, Italian, Chinese",No,No,NULL
Nuterro,"Delhi NCR","Sector 37, Gurgaon",3.8,134,"Healthy Food, Salad, Beverages",No,No,"Chicken Skewer , Parmesan Chicken , Quinoa Salad , Fish Grill , Chicken Salad"
"Healthy Bites",Mumbai,Kalyan,3.5,33,"Healthy Food, Beverages",Yes,No,"Omelette , Chicken Salad Sandwich"
"Aggarwal Chhole Bhature","Delhi NCR",Rohini,3.8,92,"North Indian",Yes,No,"Chole Bhature , Lassi , Palak Paneer , Chhole Bhature"
"Pizza Castle",Mumbai,Sion,3.5,31,"Pizza, Italian, Fast Food, Beverages",Yes,No,NULL
"Look Uttapams","Delhi NCR","Sector 62, Noida",3.5,39,"South Indian",Yes,No,NULL
"Moju Juice Bar","Delhi NCR","Sector 72, Noida",3.2,14,Juices,Yes,No,NULL
"Uttrakhand Rasoi","Delhi NCR",Kalkaji,0,0,"North Indian, Chinese",No,No,NULL
"Paratha King","Delhi NCR","Crossing Republik",3,118,"North Indian",Yes,No,Paratha
"The Floresta Restaurant",Kolkata,Baguihati,3.5,65,"Chinese, North Indian",Yes,No,"Butter Naan , Chicken Bharta , Mixed Noodles , Crispy Babycorn"
"Bikaner Sweets","Delhi NCR",Kapashera,0,0,Mithai,No,No,NULL
"Eat Out",Kolkata,"Picnic Garden",3.1,5,"North Indian, Chinese",Yes,No,NULL
"Veg Grill","Delhi NCR","Alpha 1",3.2,124,"North Indian, Chinese",Yes,No,"Vegetable Noodles , Malai Chaap , Thali"
"Mandarin Kitchen",Mumbai,"4 Bungalows",4,352,Asian,Yes,No,"Kung Pao Chicken , Momos , Tom Kha Soup , Chicken Wok , Spring Roll , Chicken Momo , Schezwan Fried Rice"
"City Spice","Delhi NCR",NIT,2.6,35,"North Indian, Chinese",Yes,No,NULL
"Jain Food","Delhi NCR","North Delhi",3.5,26,"North Indian, South Indian",No,No,NULL
"Kitchen Express","Delhi NCR","Sector 86, Faridabad",3.1,5,"Biryani, Burger, Chinese, Fast Food, Modern Indian",No,No,NULL
"Momma's Kitchen","Delhi NCR","Sector 56, Gurgaon",3,6,"Bengali, North Indian",Yes,No,NULL
"Amigo's Hub","Delhi NCR",Satyaniketan,3.9,470,Cafe,No,No,"Pizza , Momos , Pasta , Burgers , Cheese Nachos , Fries , Mocktails"
"Biryani Blues","Delhi NCR","Connaught Place",4,2106,"Biryani, Hyderabadi",Yes,No,"Chicken Biryani , Chicken 65 , Hyderabadi Biryani , Mutton Biryani , Raita , Rose Lassi , Brownie"
Lollipop,Kolkata,Baranagar,0,0,Chinese,No,No,NULL
"The Medals Cake Shop",Mumbai,Nalasopara,3.6,66,"Bakery, Desserts, Fast Food",Yes,No,NULL
"Sweet Peas","Delhi NCR","Sector 50, Gurgaon",3.2,8,"Bakery, Desserts",No,No,NULL
"Preeti Sandwich & Food Junction",Mumbai,"Naupada, Thane West",3.9,289,"Fast Food, Beverages",Yes,No,"Faluda , Cheesy Garlic Bread , Pav Bhaji , Cheesy Corn , Chocolate Sandwich , Pizza , Grilled Sandwich"
"Sushi Haus","Delhi NCR","East of Kailash",4,244,"Japanese, Sushi",Yes,No,"Sushi , Asparagus Roll , California Roll , Rolls , Spicy Salmon Roll , Sashimi , Avocado Maki"
"The Jain's Kafe","Delhi NCR",Khanpur,3.2,12,"Fast Food",Yes,No,NULL
Healtholic,"Delhi NCR","Sector 21, Gurgaon",4.1,75,"Healthy Food, Fast Food",Yes,No,"Salads , Sandwich , Sandwiches , Salad , Wings , Margherita Flatbread"
"Malik Biryani","Delhi NCR",Kalkaji,3.2,6,"Biryani, North Indian",No,No,NULL
"Ob Pizza","Delhi NCR",Nangloi,3.2,5,"Pizza, Fast Food",Yes,No,NULL
